service_id,date,exception_type
000042,20230702,1
000042,20230703,1
000042,20230704,1
000042,20230705,1
000042,20230706,1
000042,20230707,1
000042,20230708,1
000042,20230709,1
000042,20230710,1
000042,20230711,1
000042,20230712,1
000042,20230713,1
000042,20230714,1
000042,20230715,1
000042,20230716,1
000042,20230717,1
000042,20230718,1
000042,20230719,1
000042,20230720,1
000042,20230721,1
000042,20230722,1
000042,20230723,1
000042,20230724,1
000042,20230725,1
000042,20230726,1
000042,20230727,1
000042,20230728,1
000042,20230729,1
000042,20230730,1
000042,20230731,1
000042,20230801,1
000042,20230802,1
000042,20230803,1
000042,20230804,1
000042,20230805,1
000043,20230507,1
000043,20230508,1
000043,20230513,1
000043,20230514,1
000043,20230515,1
000043,20230516,1
000043,20230517,1
000043,20230518,1
000043,20230519,1
000043,20230520,1
000043,20230521,1
000043,20230522,1
000043,20230523,1
000043,20230524,1
000043,20230525,1
000043,20230526,1
000043,20230527,1
000043,20230528,1
000043,20230529,1
000043,20230530,1
000043,20230531,1
000043,20230601,1
000043,20230602,1
000043,20230603,1
000043,20230604,1
000043,20230605,1
000043,20230606,1
000043,20230607,1
000043,20230608,1
000043,20230609,1
000043,20230610,1
000043,20230611,1
000043,20230612,1
000043,20230613,1
000043,20230614,1
000043,20230615,1
000043,20230616,1
000043,20230617,1
000043,20230618,1
000043,20230619,1
000043,20230620,1
000043,20230621,1
000043,20230622,1
000043,20230623,1
000043,20230624,1
000043,20230625,1
000044,20230507,1
000044,20230508,1
000044,20230513,1
000044,20230514,1
000044,20230515,1
000044,20230516,1
000044,20230517,1
000044,20230518,1
000044,20230519,1
000044,20230520,1
000044,20230521,1
000044,20230522,1
000044,20230523,1
000044,20230524,1
000044,20230525,1
000044,20230526,1
000044,20230527,1
000044,20230528,1
000044,20230529,1
000044,20230530,1
000044,20230531,1
000044,20230601,1
000044,20230602,1
000044,20230603,1
000044,20230604,1
000044,20230605,1
000044,20230606,1
000044,20230607,1
000044,20230608,1
000044,20230609,1
000044,20230610,1
000044,20230611,1
000044,20230612,1
000044,20230613,1
000044,20230614,1
000044,20230615,1
000044,20230616,1
000044,20230617,1
000044,20230618,1
000044,20230619,1
000044,20230620,1
000044,20230621,1
000044,20230622,1
000044,20230623,1
000044,20230624,1
000045,20230625,1
000045,20230626,1
000045,20230627,1
000045,20230628,1
000045,20230629,1
000045,20230630,1
000045,20230701,1
000045,20230702,1
000045,20230703,1
000045,20230704,1
000045,20230705,1
000045,20230706,1
000045,20230707,1
000045,20230708,1
000045,20230709,1
000045,20230710,1
000045,20230711,1
000045,20230712,1
000045,20230713,1
000045,20230714,1
000045,20230715,1
000045,20230716,1
000045,20230717,1
000045,20230718,1
000045,20230719,1
000045,20230720,1
000045,20230721,1
000045,20230722,1
000045,20230723,1
000045,20230724,1
000045,20230725,1
000045,20230726,1
000045,20230727,1
000045,20230728,1
000045,20230729,1
000045,20230730,1
000045,20230731,1
000045,20230801,1
000045,20230802,1
000045,20230803,1
000045,20230804,1
000045,20230805,1
000046,20230527,1
000046,20230528,1
000046,20230529,1
000046,20230530,1
000046,20230531,1
000046,20230601,1
000046,20230602,1
000046,20230603,1
000046,20230604,1
000046,20230605,1
000046,20230606,1
000046,20230607,1
000046,20230608,1
000046,20230609,1
000046,20230610,1
000046,20230611,1
000046,20230612,1
000046,20230613,1
000046,20230614,1
000046,20230615,1
000046,20230616,1
000046,20230617,1
000046,20230618,1
000046,20230619,1
000046,20230620,1
000046,20230621,1
000046,20230622,1
000046,20230623,1
000046,20230624,1
000046,20230625,1
000047,20230527,1
000047,20230528,1
000047,20230529,1
000047,20230530,1
000047,20230531,1
000047,20230601,1
000047,20230602,1
000047,20230603,1
000047,20230604,1
000047,20230605,1
000047,20230606,1
000047,20230607,1
000047,20230608,1
000047,20230609,1
000047,20230610,1
000047,20230611,1
000047,20230612,1
000047,20230613,1
000047,20230614,1
000047,20230615,1
000047,20230616,1
000047,20230617,1
000047,20230618,1
000047,20230619,1
000047,20230620,1
000047,20230621,1
000047,20230622,1
000047,20230623,1
000047,20230624,1
000048,20230703,1
000048,20230704,1
000048,20230705,1
000048,20230706,1
000048,20230707,1
000049,20230710,1
000049,20230711,1
000049,20230712,1
000049,20230713,1
000049,20230717,1
000049,20230718,1
000049,20230719,1
000049,20230720,1
000049,20230721,1
000049,20230724,1
000049,20230725,1
000049,20230726,1
000049,20230727,1
000049,20230728,1
000049,20230731,1
000049,20230801,1
000049,20230802,1
000049,20230803,1
000049,20230804,1
000050,20230623,1
000050,20230626,1
000050,20230627,1
000050,20230628,1
000050,20230629,1
000050,20230630,1
000051,20230530,1
000051,20230531,1
000051,20230601,1
000051,20230602,1
000051,20230605,1
000051,20230606,1
000051,20230607,1
000051,20230608,1
000051,20230609,1
000051,20230612,1
000051,20230613,1
000051,20230614,1
000051,20230615,1
000051,20230616,1
000051,20230619,1
000051,20230620,1
000051,20230621,1
000051,20230622,1
000052,20230515,1
000052,20230516,1
000052,20230517,1
000052,20230522,1
000052,20230523,1
000052,20230524,1
000052,20230525,1
000052,20230526,1
000053,20230513,1
000053,20230515,1
000053,20230516,1
000053,20230517,1
000053,20230518,1
000053,20230522,1
000053,20230523,1
000053,20230524,1
000053,20230526,1
000053,20230527,1
000053,20230530,1
000053,20230531,1
000053,20230602,1
000053,20230605,1
000053,20230606,1
000053,20230607,1
000053,20230608,1
000053,20230610,1
000054,20230708,1
000055,20230713,1
000055,20230720,1
000055,20230727,1
000055,20230803,1
000056,20230710,1
000056,20230711,1
000056,20230712,1
000056,20230714,1
000056,20230715,1
000056,20230717,1
000056,20230718,1
000056,20230719,1
000056,20230721,1
000056,20230722,1
000056,20230724,1
000056,20230725,1
000056,20230726,1
000056,20230728,1
000056,20230729,1
000056,20230731,1
000056,20230801,1
000056,20230802,1
000056,20230804,1
000056,20230805,1
000057,20230622,1
000057,20230706,1
000058,20230525,1
000058,20230601,1
000059,20230623,1
000060,20230603,1
000061,20230701,1
000062,20230609,1
000063,20230617,1
000063,20230619,1
000063,20230620,1
000063,20230621,1
000063,20230624,1
000063,20230626,1
000063,20230627,1
000063,20230628,1
000063,20230629,1
000063,20230630,1
000063,20230703,1
000063,20230704,1
000063,20230705,1
000063,20230707,1
000064,20230616,1
000065,20230612,1
000065,20230613,1
000065,20230614,1
000065,20230615,1
000066,20230513,1
000066,20230518,1
000066,20230527,1
000066,20230603,1
000066,20230610,1
000066,20230617,1
000067,20230514,1
000067,20230515,1
000067,20230516,1
000067,20230517,1
000067,20230522,1
000067,20230523,1
000067,20230524,1
000067,20230525,1
000067,20230526,1
000067,20230530,1
000067,20230531,1
000067,20230601,1
000067,20230602,1
000067,20230604,1
000067,20230605,1
000067,20230606,1
000067,20230607,1
000067,20230608,1
000067,20230609,1
000067,20230611,1
000067,20230612,1
000067,20230613,1
000067,20230614,1
000067,20230615,1
000067,20230616,1
000067,20230618,1
000067,20230619,1
000067,20230620,1
000067,20230621,1
000067,20230622,1
000067,20230623,1
000067,20230626,1
000067,20230627,1
000067,20230628,1
000067,20230629,1
000067,20230630,1
000067,20230703,1
000067,20230704,1
000067,20230705,1
000067,20230706,1
000067,20230707,1
000068,20230708,1
000068,20230709,1
000068,20230714,1
000068,20230715,1
000068,20230716,1
000068,20230722,1
000068,20230723,1
000068,20230729,1
000068,20230730,1
000068,20230805,1
000069,20230625,1
000069,20230702,1
000070,20230624,1
000070,20230701,1
000071,20230515,1
000071,20230516,1
000071,20230517,1
000071,20230522,1
000071,20230523,1
000071,20230524,1
000071,20230525,1
000071,20230526,1
000071,20230530,1
000071,20230605,1
000071,20230612,1
000071,20230619,1
000071,20230626,1
000071,20230703,1
000071,20230704,1
000071,20230705,1
000071,20230706,1
000071,20230707,1
000072,20230531,1
000072,20230601,1
000072,20230602,1
000072,20230606,1
000072,20230607,1
000072,20230608,1
000072,20230609,1
000072,20230613,1
000072,20230614,1
000072,20230615,1
000072,20230616,1
000072,20230620,1
000072,20230621,1
000072,20230622,1
000072,20230623,1
000072,20230627,1
000072,20230628,1
000072,20230629,1
000072,20230630,1
000073,20230618,1
000073,20230625,1
000073,20230702,1
000074,20230514,1
000075,20230709,1
000075,20230716,1
000075,20230723,1
000075,20230730,1
000076,20230604,1
000076,20230611,1
000077,20230705,1
000077,20230706,1
000077,20230707,1
000078,20230513,1
000078,20230514,1
000078,20230515,1
000078,20230516,1
000078,20230517,1
000078,20230518,1
000078,20230522,1
000078,20230523,1
000078,20230524,1
000078,20230525,1
000078,20230526,1
000078,20230527,1
000078,20230530,1
000078,20230531,1
000078,20230601,1
000078,20230602,1
000078,20230603,1
000078,20230604,1
000078,20230605,1
000078,20230606,1
000078,20230607,1
000078,20230608,1
000078,20230609,1
000078,20230610,1
000078,20230611,1
000079,20230617,1
000079,20230618,1
000079,20230619,1
000079,20230620,1
000079,20230621,1
000079,20230622,1
000079,20230623,1
000079,20230624,1
000079,20230625,1
000079,20230626,1
000079,20230627,1
000079,20230628,1
000079,20230629,1
000079,20230630,1
000079,20230701,1
000079,20230703,1
000079,20230704,1
000080,20230708,1
000080,20230709,1
000080,20230710,1
000080,20230711,1
