Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
L'Isle-Jourdain;87611806;32600;b;239853;299817;206838;258547;265668;332085;229200;286500;278963;348704;262224;327780;262164;327705
Schirmeck - La Broque;87214692;67130;b;304365;380456;269442;336803;298030;372537;293816;367270;316987;396234;315384;394230;321455;401819
Loches;87571471;37600;b;191929;239911;196188;245235;231758;289698;220117;275147;214429;268036;222283;277853;224545;280681
Selles-Saint-Denis;87576140;41300;c;19968;19968;18899;18899;19628;19628;14876;14876;14086;14086;16410;16410;16863;16863
Longueau;87313049;80330;b;327802;409753;285493;356867;475674;594592;439365;549207;460088;575110;446487;558108;468219;585274
Seltz;87212431;67470;c;38509;38509;34485;34485;47482;47482;43068;43068;44815;44815;42966;42966;38779;38779
Longuyon;87194274;54260;c;59800;59800;38069;38069;56106;56106;45700;45700;53746;53746;54140;54140;73542;73542
Sénas;87753715;13560;c;30929;30929;20405;20405;30374;30374;24934;24934;20981;20981;20299;20299;19725;19725
Longwy;87194001;54400;b;320062;340492;309513;329270;552768;588051;540474;574973;564920;600979;524023;557471;506845;539197
Sérézin-du-Rhône;87722546;69360;b;180976;226220;150951;188689;226973;283716;185677;232096;183926;229907;174284;217855;185564;231956
Loos-en-Gohelle;87345033;62750;c;5819;5819;7080;7080;18290;18290;13253;13253;13300;13300;10081;10081;9863;9863
Sessenheim;87212365;67770;c;69387;69387;58277;58277;84660;84660;87444;87444;87386;87386;87873;87873;88449;88449
Louvres;87276253;95380;b;3739057;3739057;919807;919807;2253078;2253078;2235303;2235303;2232729;2232729;2183957;2183957;2127635;2127635
Seyssel - Corbonod;87745828;1420;c;51029;51029;37709;37709;65164;65164;49537;49537;66355;66355;57460;57460;64114;64114
Louvroil;87295535;59720;c;1683;1683;2513;2513;4365;4365;3192;3192;3810;3810;4065;4065;4706;4706
Sierck-les-Bains;87191635;57480;c;2528;2528;1760;1760;2189;2189;1853;1853;2232;2232;3271;3271;3998;3998
Lozanne;87721423;69380;b;247333;309166;187167;233958;303063;378829;270352;337940;326687;408359;303163;378954;311082;388852
Sisteron;87751206;4200;b;32898;41123;21755;27194;45132;56415;50051;62563;65174;81468;59203;74004;59324;74155
Lucé;87394015;28110;c;14457;14457;12514;12514;20486;20486;23380;23380;25277;25277;23957;23957;25563;25563
Sommery;87411462;76440;c;3565;3565;2099;2099;2678;2678;2477;2477;3868;3868;3687;3687;3891;3891
Lumes;87172189;8440;c;16835;16835;16421;16421;15942;15942;17542;17542;21534;21534;20465;20465;20192;20192
Sorgues - Châteauneuf-du-Pape;87765206;84700;b;151007;165942;100017;109909;177236;194765;163541;179716;214309;235504;149613;164410;111465;122489
Lunéville;87141150;54300;b;791746;899712;651634;740493;937483;1065322;898730;1021284;918474;1043720;877566;997234;923786;1049757
Soultz-sous-Forêts;87213421;67250;b;169519;211898;137292;171615;181588;226985;183462;229328;191259;239074;178746;223433;181158;226448
Lurbe-Saint-Christau;87672741;64660;c;1490;1490;1443;1443;2048;2048;1201;1201;1854;1854;851;851;0;0
Steinbourg;87212209;67790;c;47457;47457;62913;62913;61815;61815;62493;62493;67964;67964;75710;75710;78504;78504
Lutzelhouse;87214650;67130;b;115429;144287;107050;133813;116951;146189;131970;164963;152469;190586;151388;189235;159059;198824
Sucé-sur-Erdre;87590828;44240;b;121972;152465;103295;129119;195057;243822;210510;263138;215005;268757;211592;264490;188923;236154
Luxeuil-les-Bains;87185595;70300;c;19894;19894;19999;19999;19251;19251;21188;21188;25898;25898;28143;28143;29914;29914
Suresnes Mont Valérien;87382374;92150;b;2601776;2601776;1546667;1546667;3463282;3463282;3120349;3120349;2847025;2847025;2544442;2544442;2559923;2559923
Lyon Jean Macé;87282624;69007;b;1123438;1404298;817489;1021862;1181281;1476601;857555;1071943;775892;969865;634720;793400;590918;738648
Taillebourg;87491043;17350;c;0;0;0;0;663;663;368;368;453;453;563;563;252;252
Lyon Saint-Paul;87721159;69005;b;1269662;1587077;1099732;1374666;1592773;1990966;1434039;1792549;1461390;1826738;1298877;1623597;1186092;1482615
Tarascon;87765354;13150;b;184601;230751;113552;141940;213447;266809;196663;245829;226304;282880;213085;266356;219666;274583
Magenta;87281873;75010;b;27478179;27478179;13462720;13462720;43016926;43016926;44197645;44197645;45366168;45366168;45730527;45730527;45905097;45905097
Taverny;87276634;95150;b;1429505;1429505;714243;714243;1602736;1602736;1641770;1641770;1616718;1616718;1578665;1578665;1535157;1535157
Magneux - Courlandon;87400986;51170;c;17061;17061;15304;15304;14861;14861;17563;17563;24648;24648;25897;25897;19094;19094
Tessonnières;87615245;81600;c;4080;4080;2381;2381;2846;2846;3185;3185;4217;4217;3946;3946;4302;4302
Malaunay - Le Houlme;87411256;76770;c;61899;61899;58505;58505;90023;90023;80870;80870;88424;88424;92259;92259;94757;94757
Theillay;87543199;41300;c;16028;16028;10604;10604;13704;13704;12958;12958;15058;15058;19187;19187;20697;20697
